hhcomp,incgrp,unit,geo,TIME_PERIOD,OBS_VALUE,hhtyp,source
HHC_22,B_MD60,PC,LU,2021.0,27.8,,MDED
HHC_22,B_MD60,PC,LU,2022.0,47.3,,MDED
HHC_22,B_MD60,PC,LV,2005.0,46.6,,MDED
HHC_22,B_MD60,PC,LV,2006.0,43.1,,MDED
HHC_22,B_MD60,PC,LV,2007.0,41.0,,MDED
HHC_22,B_MD60,PC,LV,2008.0,42.6,,MDED
HHC_22,B_MD60,PC,LV,2009.0,41.7,,MDED
HHC_22,B_MD60,PC,LV,2010.0,42.1,,MDED
HHC_22,B_MD60,PC,LV,2011.0,50.8,,MDED
HHC_22,B_MD60,PC,LV,2012.0,48.4,,MDED
HHC_22,B_MD60,PC,LV,2013.0,46.3,,MDED
HHC_22,B_MD60,PC,LV,2014.0,39.4,,MDED
HHC_22,B_MD60,PC,LV,2015.0,37.0,,MDED
HHC_22,B_MD60,PC,LV,2016.0,37.3,,MDED
HHC_22,B_MD60,PC,LV,2017.0,36.4,,MDED
HHC_22,B_MD60,PC,LV,2018.0,36.8,,MDED
HHC_22,B_MD60,PC,LV,2019.0,34.3,,MDED
HHC_22,B_MD60,PC,LV,2020.0,32.9,,MDED
HHC_22,B_MD60,PC,LV,2021.0,30.7,,MDED
HHC_22,B_MD60,PC,LV,2022.0,31.6,,MDED
HHC_22,B_MD60,PC,LV,2023.0,33.8,,MDED
HHC_22,B_MD60,PC,ME,2013.0,52.1,,MDED
HHC_22,B_MD60,PC,ME,2014.0,52.5,,MDED
HHC_22,B_MD60,PC,ME,2015.0,52.3,,MDED
HHC_22,B_MD60,PC,ME,2016.0,56.7,,MDED
HHC_22,B_MD60,PC,ME,2017.0,52.9,,MDED
HHC_22,B_MD60,PC,ME,2018.0,50.0,,MDED
HHC_22,B_MD60,PC,ME,2019.0,51.7,,MDED
HHC_22,B_MD60,PC,ME,2020.0,49.2,,MDED
HHC_22,B_MD60,PC,ME,2021.0,42.5,,MDED
HHC_22,B_MD60,PC,ME,2022.0,40.3,,MDED
HHC_22,B_MD60,PC,MK,2010.0,72.3,,MDED
HHC_22,B_MD60,PC,MK,2011.0,56.5,,MDED
HHC_22,B_MD60,PC,MK,2012.0,51.8,,MDED
HHC_22,B_MD60,PC,MK,2013.0,57.2,,MDED
HHC_22,B_MD60,PC,MK,2014.0,51.3,,MDED
HHC_22,B_MD60,PC,MK,2015.0,45.8,,MDED
HHC_22,B_MD60,PC,MK,2016.0,63.4,,MDED
HHC_22,B_MD60,PC,MK,2017.0,56.6,,MDED
HHC_22,B_MD60,PC,MK,2018.0,57.0,,MDED
HHC_22,B_MD60,PC,MK,2019.0,54.6,,MDED
HHC_22,B_MD60,PC,MK,2020.0,52.4,,MDED
HHC_22,B_MD60,PC,MT,2005.0,18.1,,MDED
HHC_22,B_MD60,PC,MT,2006.0,23.2,,MDED
HHC_22,B_MD60,PC,MT,2007.0,29.0,,MDED
HHC_22,B_MD60,PC,MT,2008.0,27.9,,MDED
HHC_22,B_MD60,PC,MT,2009.0,27.4,,MDED
HHC_22,B_MD60,PC,MT,2010.0,35.3,,MDED
HHC_22,B_MD60,PC,MT,2011.0,32.3,,MDED
HHC_22,B_MD60,PC,MT,2012.0,29.0,,MDED
HHC_22,B_MD60,PC,MT,2013.0,29.7,,MDED
HHC_22,B_MD60,PC,MT,2014.0,16.4,,MDED
HHC_22,B_MD60,PC,MT,2015.0,15.5,,MDED
HHC_22,B_MD60,PC,MT,2016.0,15.7,,MDED
HHC_22,B_MD60,PC,MT,2017.0,10.6,,MDED
HHC_22,B_MD60,PC,MT,2018.0,12.6,,MDED
HHC_22,B_MD60,PC,MT,2019.0,13.1,,MDED
HHC_22,B_MD60,PC,MT,2020.0,18.9,,MDED
HHC_22,B_MD60,PC,MT,2021.0,16.0,,MDED
HHC_22,B_MD60,PC,MT,2022.0,19.8,,MDED
HHC_22,B_MD60,PC,NL,2005.0,63.8,,MDED
HHC_22,B_MD60,PC,NL,2006.0,59.2,,MDED
HHC_22,B_MD60,PC,NL,2007.0,61.8,,MDED
HHC_22,B_MD60,PC,NL,2008.0,55.2,,MDED
HHC_22,B_MD60,PC,NL,2009.0,57.2,,MDED
HHC_22,B_MD60,PC,NL,2010.0,60.2,,MDED
HHC_22,B_MD60,PC,NL,2011.0,58.3,,MDED
HHC_22,B_MD60,PC,NL,2012.0,58.7,,MDED
HHC_22,B_MD60,PC,NL,2013.0,59.7,,MDED
HHC_22,B_MD60,PC,NL,2014.0,60.5,,MDED
HHC_22,B_MD60,PC,NL,2015.0,67.4,,MDED
HHC_22,B_MD60,PC,NL,2016.0,62.9,,MDED
HHC_22,B_MD60,PC,NL,2017.0,59.6,,MDED
HHC_22,B_MD60,PC,NL,2018.0,61.1,,MDED
HHC_22,B_MD60,PC,NL,2019.0,62.8,,MDED
HHC_22,B_MD60,PC,NL,2020.0,59.0,,MDED
HHC_22,B_MD60,PC,NL,2021.0,58.6,,MDED
HHC_22,B_MD60,PC,NL,2022.0,60.4,,MDED
HHC_22,B_MD60,PC,NO,2004.0,37.2,,MDED
HHC_22,B_MD60,PC,NO,2005.0,16.5,,MDED
HHC_22,B_MD60,PC,NO,2006.0,40.3,,MDED
HHC_22,B_MD60,PC,NO,2007.0,45.7,,MDED
HHC_22,B_MD60,PC,NO,2008.0,43.1,,MDED
HHC_22,B_MD60,PC,NO,2009.0,43.8,,MDED
HHC_22,B_MD60,PC,NO,2010.0,39.8,,MDED
HHC_22,B_MD60,PC,NO,2011.0,46.3,,MDED
HHC_22,B_MD60,PC,NO,2012.0,45.2,,MDED
HHC_22,B_MD60,PC,NO,2013.0,43.4,,MDED
HHC_22,B_MD60,PC,NO,2014.0,45.9,,MDED
HHC_22,B_MD60,PC,NO,2015.0,50.2,,MDED
HHC_22,B_MD60,PC,NO,2016.0,47.8,,MDED
HHC_22,B_MD60,PC,NO,2017.0,46.2,,MDED
HHC_22,B_MD60,PC,NO,2018.0,48.1,,MDED
HHC_22,B_MD60,PC,NO,2019.0,49.1,,MDED
HHC_22,B_MD60,PC,NO,2020.0,46.3,,MDED
HHC_22,B_MD60,PC,NO,2021.0,50.1,,MDED
HHC_22,B_MD60,PC,NO,2022.0,54.3,,MDED
HHC_22,B_MD60,PC,PL,2005.0,59.8,,MDED
HHC_22,B_MD60,PC,PL,2006.0,45.8,,MDED
HHC_22,B_MD60,PC,PL,2007.0,45.5,,MDED
HHC_22,B_MD60,PC,PL,2008.0,42.2,,MDED
HHC_22,B_MD60,PC,PL,2009.0,42.0,,MDED
HHC_22,B_MD60,PC,PL,2010.0,42.7,,MDED
HHC_22,B_MD60,PC,PL,2011.0,46.7,,MDED
HHC_22,B_MD60,PC,PL,2012.0,45.5,,MDED
HHC_22,B_MD60,PC,PL,2013.0,48.0,,MDED
HHC_22,B_MD60,PC,PL,2014.0,45.0,,MDED
HHC_22,B_MD60,PC,PL,2015.0,46.5,,MDED
HHC_22,B_MD60,PC,PL,2016.0,45.4,,MDED
HHC_22,B_MD60,PC,PL,2017.0,45.5,,MDED
HHC_22,B_MD60,PC,PL,2018.0,43.2,,MDED
HHC_22,B_MD60,PC,PL,2019.0,41.8,,MDED
HHC_22,B_MD60,PC,PL,2020.0,41.1,,MDED
HHC_22,B_MD60,PC,PL,2021.0,44.0,,MDED
HHC_22,B_MD60,PC,PL,2022.0,43.1,,MDED
HHC_22,B_MD60,PC,PT,2004.0,24.1,,MDED
HHC_22,B_MD60,PC,PT,2005.0,26.6,,MDED
HHC_22,B_MD60,PC,PT,2006.0,21.0,,MDED
HHC_22,B_MD60,PC,PT,2007.0,31.0,,MDED
HHC_22,B_MD60,PC,PT,2008.0,25.0,,MDED
HHC_22,B_MD60,PC,PT,2009.0,22.9,,MDED
HHC_22,B_MD60,PC,PT,2010.0,23.2,,MDED
HHC_22,B_MD60,PC,PT,2011.0,25.8,,MDED
HHC_22,B_MD60,PC,PT,2012.0,28.0,,MDED
HHC_22,B_MD60,PC,PT,2013.0,33.6,,MDED
HHC_22,B_MD60,PC,PT,2014.0,36.8,,MDED
HHC_22,B_MD60,PC,PT,2015.0,33.6,,MDED
HHC_22,B_MD60,PC,PT,2016.0,33.9,,MDED
HHC_22,B_MD60,PC,PT,2017.0,32.0,,MDED
HHC_22,B_MD60,PC,PT,2018.0,31.0,,MDED
HHC_22,B_MD60,PC,PT,2019.0,29.9,,MDED
HHC_22,B_MD60,PC,PT,2020.0,29.1,,MDED
HHC_22,B_MD60,PC,PT,2021.0,29.5,,MDED
HHC_22,B_MD60,PC,PT,2022.0,30.2,,MDED
HHC_22,B_MD60,PC,RO,2007.0,58.6,,MDED
HHC_22,B_MD60,PC,RO,2008.0,57.9,,MDED
HHC_22,B_MD60,PC,RO,2009.0,50.4,,MDED
HHC_22,B_MD60,PC,RO,2010.0,52.3,,MDED
HHC_22,B_MD60,PC,RO,2011.0,29.9,,MDED
HHC_22,B_MD60,PC,RO,2012.0,50.1,,MDED
HHC_22,B_MD60,PC,RO,2013.0,51.3,,MDED
HHC_22,B_MD60,PC,RO,2014.0,49.5,,MDED
HHC_22,B_MD60,PC,RO,2015.0,51.0,,MDED
HHC_22,B_MD60,PC,RO,2016.0,48.1,,MDED
HHC_22,B_MD60,PC,RO,2017.0,49.4,,MDED
HHC_22,B_MD60,PC,RO,2018.0,45.1,,MDED
HHC_22,B_MD60,PC,RO,2019.0,42.6,,MDED
HHC_22,B_MD60,PC,RO,2020.0,37.1,,MDED
HHC_22,B_MD60,PC,RO,2021.0,37.2,,MDED
HHC_22,B_MD60,PC,RO,2022.0,41.0,,MDED
HHC_22,B_MD60,PC,RO,2023.0,40.4,,MDED
HHC_22,B_MD60,PC,RS,2013.0,53.5,,MDED
HHC_22,B_MD60,PC,RS,2014.0,61.5,,MDED
HHC_22,B_MD60,PC,RS,2015.0,64.6,,MDED
HHC_22,B_MD60,PC,RS,2016.0,55.6,,MDED
HHC_22,B_MD60,PC,RS,2017.0,60.7,,MDED
HHC_22,B_MD60,PC,RS,2018.0,63.1,,MDED
HHC_22,B_MD60,PC,RS,2019.0,51.9,,MDED
HHC_22,B_MD60,PC,RS,2020.0,52.1,,MDED
HHC_22,B_MD60,PC,RS,2021.0,49.3,,MDED
HHC_22,B_MD60,PC,RS,2022.0,51.2,,MDED
HHC_22,B_MD60,PC,SE,2004.0,59.8,,MDED
HHC_22,B_MD60,PC,SE,2005.0,62.3,,MDED
HHC_22,B_MD60,PC,SE,2006.0,51.3,,MDED
HHC_22,B_MD60,PC,SE,2007.0,48.9,,MDED
HHC_22,B_MD60,PC,SE,2008.0,55.2,,MDED
HHC_22,B_MD60,PC,SE,2009.0,56.9,,MDED
HHC_22,B_MD60,PC,SE,2010.0,53.1,,MDED
HHC_22,B_MD60,PC,SE,2011.0,53.0,,MDED
HHC_22,B_MD60,PC,SE,2012.0,51.8,,MDED
HHC_22,B_MD60,PC,SE,2013.0,53.3,,MDED
HHC_22,B_MD60,PC,SE,2014.0,53.0,,MDED
HHC_22,B_MD60,PC,SE,2015.0,52.2,,MDED
HHC_22,B_MD60,PC,SE,2016.0,48.2,,MDED
HHC_22,B_MD60,PC,SE,2017.0,47.6,,MDED
HHC_22,B_MD60,PC,SE,2018.0,48.4,,MDED
HHC_22,B_MD60,PC,SE,2019.0,50.6,,MDED
HHC_22,B_MD60,PC,SE,2020.0,49.4,,MDED
HHC_22,B_MD60,PC,SE,2021.0,50.4,,MDED
HHC_22,B_MD60,PC,SE,2022.0,54.3,,MDED
HHC_22,B_MD60,PC,SE,2023.0,58.8,,MDED
HHC_22,B_MD60,PC,SI,2005.0,28.4,,MDED
HHC_22,B_MD60,PC,SI,2006.0,29.3,,MDED
HHC_22,B_MD60,PC,SI,2007.0,35.5,,MDED
HHC_22,B_MD60,PC,SI,2008.0,35.4,,MDED
HHC_22,B_MD60,PC,SI,2009.0,33.9,,MDED
HHC_22,B_MD60,PC,SI,2010.0,33.6,,MDED
HHC_22,B_MD60,PC,SI,2011.0,33.1,,MDED
HHC_22,B_MD60,PC,SI,2012.0,35.2,,MDED
HHC_22,B_MD60,PC,SI,2013.0,34.0,,MDED
HHC_22,B_MD60,PC,SI,2014.0,36.8,,MDED
HHC_22,B_MD60,PC,SI,2015.0,34.7,,MDED
HHC_22,B_MD60,PC,SI,2016.0,33.8,,MDED
HHC_22,B_MD60,PC,SI,2017.0,33.3,,MDED
HHC_22,B_MD60,PC,SI,2018.0,33.1,,MDED
HHC_22,B_MD60,PC,SI,2019.0,32.2,,MDED
HHC_22,B_MD60,PC,SI,2020.0,30.6,,MDED
HHC_22,B_MD60,PC,SI,2021.0,32.1,,MDED
HHC_22,B_MD60,PC,SI,2022.0,31.3,,MDED
HHC_22,B_MD60,PC,SI,2023.0,30.0,,MDED
HHC_22,B_MD60,PC,SK,2005.0,51.7,,MDED
HHC_22,B_MD60,PC,SK,2006.0,69.3,,MDED
HHC_22,B_MD60,PC,SK,2007.0,56.4,,MDED
HHC_22,B_MD60,PC,SK,2008.0,45.1,,MDED
HHC_22,B_MD60,PC,SK,2009.0,44.6,,MDED
HHC_22,B_MD60,PC,SK,2010.0,43.7,,MDED
HHC_22,B_MD60,PC,SK,2011.0,42.2,,MDED
HHC_22,B_MD60,PC,SK,2012.0,42.4,,MDED
HHC_22,B_MD60,PC,SK,2013.0,45.0,,MDED
HHC_22,B_MD60,PC,SK,2014.0,42.4,,MDED
HHC_22,B_MD60,PC,SK,2015.0,42.2,,MDED
HHC_22,B_MD60,PC,SK,2016.0,48.1,,MDED
HHC_22,B_MD60,PC,SK,2017.0,51.5,,MDED
HHC_22,B_MD60,PC,SK,2018.0,47.5,,MDED
HHC_22,B_MD60,PC,SK,2019.0,38.8,,MDED
HHC_22,B_MD60,PC,SK,2020.0,40.6,,MDED
HHC_22,B_MD60,PC,SK,2021.0,48.0,,MDED
HHC_22,B_MD60,PC,SK,2022.0,42.6,,MDED
HHC_22,B_MD60,PC,SK,2023.0,51.4,,MDED
HHC_22,B_MD60,PC,TR,2006.0,36.1,,MDED
HHC_22,B_MD60,PC,TR,2007.0,28.3,,MDED
HHC_22,B_MD60,PC,TR,2008.0,25.6,,MDED
HHC_22,B_MD60,PC,TR,2009.0,29.6,,MDED
HHC_22,B_MD60,PC,TR,2011.0,30.5,,MDED
HHC_22,B_MD60,PC,TR,2012.0,28.8,,MDED
HHC_22,B_MD60,PC,TR,2013.0,31.4,,MDED
HHC_22,B_MD60,PC,TR,2014.0,26.8,,MDED
HHC_22,B_MD60,PC,TR,2015.0,28.2,,MDED
HHC_22,B_MD60,PC,TR,2016.0,28.6,,MDED
HHC_22,B_MD60,PC,TR,2017.0,25.7,,MDED
HHC_22,B_MD60,PC,TR,2018.0,27.4,,MDED
HHC_22,B_MD60,PC,TR,2019.0,40.1,,MDED
HHC_22,B_MD60,PC,TR,2020.0,46.5,,MDED
HHC_22,B_MD60,PC,TR,2021.0,37.5,,MDED
HHC_22,B_MD60,PC,UK,2005.0,53.9,,MDED
HHC_22,B_MD60,PC,UK,2006.0,54.0,,MDED
HHC_22,B_MD60,PC,UK,2007.0,53.2,,MDED
HHC_22,B_MD60,PC,UK,2008.0,55.0,,MDED
HHC_22,B_MD60,PC,UK,2009.0,58.2,,MDED
HHC_22,B_MD60,PC,UK,2010.0,60.2,,MDED
HHC_22,B_MD60,PC,UK,2011.0,59.7,,MDED
HHC_22,B_MD60,PC,UK,2012.0,34.0,,MDED
HHC_22,B_MD60,PC,UK,2013.0,35.0,,MDED
HHC_22,B_MD60,PC,UK,2014.0,51.0,,MDED
HHC_22,B_MD60,PC,UK,2015.0,50.2,,MDED
HHC_22,B_MD60,PC,UK,2016.0,48.1,,MDED
HHC_22,B_MD60,PC,UK,2017.0,51.8,,MDED
HHC_22,B_MD60,PC,UK,2018.0,55.7,,MDED
HHC_22,B_MD60,PC,XK,2018.0,54.5,,MDED
HHC_22,TOTAL,PC,AL,2017.0,26.6,,MDED
HHC_22,TOTAL,PC,AL,2018.0,22.7,,MDED
HHC_22,TOTAL,PC,AL,2019.0,23.4,,MDED
HHC_22,TOTAL,PC,AL,2020.0,23.1,,MDED
HHC_22,TOTAL,PC,AL,2021.0,24.4,,MDED
HHC_22,TOTAL,PC,AT,2004.0,28.7,,MDED
HHC_22,TOTAL,PC,AT,2005.0,27.2,,MDED
HHC_22,TOTAL,PC,AT,2006.0,28.6,,MDED
HHC_22,TOTAL,PC,AT,2007.0,28.9,,MDED
HHC_22,TOTAL,PC,AT,2008.0,29.5,,MDED
HHC_22,TOTAL,PC,AT,2009.0,30.3,,MDED
HHC_22,TOTAL,PC,AT,2010.0,29.4,,MDED
HHC_22,TOTAL,PC,AT,2011.0,28.7,,MDED
HHC_22,TOTAL,PC,AT,2012.0,30.0,,MDED
HHC_22,TOTAL,PC,AT,2013.0,29.3,,MDED
HHC_22,TOTAL,PC,AT,2014.0,29.4,,MDED
HHC_22,TOTAL,PC,AT,2015.0,28.9,,MDED
HHC_22,TOTAL,PC,AT,2016.0,27.7,,MDED
HHC_22,TOTAL,PC,AT,2017.0,27.9,,MDED
HHC_22,TOTAL,PC,AT,2018.0,28.1,,MDED
HHC_22,TOTAL,PC,AT,2019.0,28.1,,MDED
HHC_22,TOTAL,PC,AT,2020.0,27.6,,MDED
HHC_22,TOTAL,PC,AT,2021.0,26.7,,MDED
HHC_22,TOTAL,PC,AT,2022.0,28.2,,MDED
HHC_22,TOTAL,PC,AT,2023.0,28.8,,MDED
HHC_22,TOTAL,PC,BE,2004.0,34.3,,MDED
HHC_22,TOTAL,PC,BE,2005.0,33.7,,MDED
HHC_22,TOTAL,PC,BE,2006.0,36.5,,MDED
HHC_22,TOTAL,PC,BE,2007.0,33.9,,MDED
HHC_22,TOTAL,PC,BE,2008.0,36.3,,MDED
HHC_22,TOTAL,PC,BE,2009.0,31.3,,MDED
HHC_22,TOTAL,PC,BE,2010.0,31.1,,MDED
HHC_22,TOTAL,PC,BE,2011.0,33.4,,MDED
HHC_22,TOTAL,PC,BE,2012.0,34.7,,MDED
HHC_22,TOTAL,PC,BE,2013.0,33.4,,MDED
HHC_22,TOTAL,PC,BE,2014.0,34.4,,MDED
HHC_22,TOTAL,PC,BE,2015.0,34.0,,MDED
HHC_22,TOTAL,PC,BE,2016.0,32.9,,MDED
HHC_22,TOTAL,PC,BE,2017.0,32.4,,MDED
HHC_22,TOTAL,PC,BE,2018.0,32.0,,MDED
HHC_22,TOTAL,PC,BE,2019.0,32.2,,MDED
HHC_22,TOTAL,PC,BE,2020.0,32.0,,MDED
HHC_22,TOTAL,PC,BE,2021.0,31.2,,MDED
HHC_22,TOTAL,PC,BE,2022.0,32.0,,MDED
HHC_22,TOTAL,PC,BE,2023.0,32.5,,MDED
HHC_22,TOTAL,PC,BG,2005.0,37.0,,MDED
HHC_22,TOTAL,PC,BG,2006.0,37.0,,MDED
HHC_22,TOTAL,PC,BG,2007.0,44.2,,MDED
HHC_22,TOTAL,PC,BG,2008.0,39.0,,MDED
HHC_22,TOTAL,PC,BG,2009.0,35.5,,MDED
HHC_22,TOTAL,PC,BG,2010.0,33.4,,MDED
HHC_22,TOTAL,PC,BG,2011.0,36.6,,MDED
HHC_22,TOTAL,PC,BG,2012.0,42.7,,MDED
HHC_22,TOTAL,PC,BG,2013.0,42.1,,MDED
HHC_22,TOTAL,PC,BG,2014.0,35.8,,MDED
HHC_22,TOTAL,PC,BG,2015.0,42.2,,MDED
HHC_22,TOTAL,PC,BG,2016.0,42.3,,MDED
HHC_22,TOTAL,PC,BG,2017.0,43.9,,MDED
HHC_22,TOTAL,PC,BG,2018.0,41.6,,MDED
HHC_22,TOTAL,PC,BG,2019.0,40.2,,MDED
HHC_22,TOTAL,PC,BG,2020.0,37.9,,MDED
HHC_22,TOTAL,PC,BG,2021.0,34.0,,MDED
HHC_22,TOTAL,PC,BG,2022.0,39.1,,MDED
HHC_22,TOTAL,PC,BG,2023.0,30.7,,MDED
HHC_22,TOTAL,PC,CH,2007.0,38.8,,MDED
HHC_22,TOTAL,PC,CH,2008.0,38.5,,MDED
HHC_22,TOTAL,PC,CH,2009.0,40.2,,MDED
HHC_22,TOTAL,PC,CH,2010.0,40.4,,MDED
HHC_22,TOTAL,PC,CH,2011.0,38.3,,MDED
HHC_22,TOTAL,PC,CH,2012.0,38.6,,MDED
HHC_22,TOTAL,PC,CH,2013.0,37.7,,MDED
HHC_22,TOTAL,PC,CH,2014.0,37.5,,MDED
HHC_22,TOTAL,PC,CH,2015.0,37.1,,MDED
HHC_22,TOTAL,PC,CH,2016.0,38.7,,MDED
HHC_22,TOTAL,PC,CH,2017.0,38.2,,MDED
HHC_22,TOTAL,PC,CH,2018.0,38.2,,MDED
HHC_22,TOTAL,PC,CH,2019.0,39.3,,MDED
HHC_22,TOTAL,PC,CH,2020.0,39.1,,MDED
HHC_22,TOTAL,PC,CH,2021.0,39.9,,MDED
HHC_22,TOTAL,PC,CH,2022.0,38.5,,MDED
HHC_22,TOTAL,PC,CY,2005.0,34.9,,MDED
HHC_22,TOTAL,PC,CY,2006.0,18.7,,MDED
HHC_22,TOTAL,PC,CY,2007.0,19.7,,MDED
HHC_22,TOTAL,PC,CY,2008.0,17.8,,MDED
HHC_22,TOTAL,PC,CY,2009.0,15.3,,MDED
HHC_22,TOTAL,PC,CY,2010.0,16.0,,MDED
HHC_22,TOTAL,PC,CY,2011.0,17.2,,MDED
HHC_22,TOTAL,PC,CY,2012.0,17.1,,MDED
HHC_22,TOTAL,PC,CY,2013.0,18.0,,MDED
HHC_22,TOTAL,PC,CY,2014.0,20.1,,MDED
HHC_22,TOTAL,PC,CY,2015.0,21.0,,MDED
HHC_22,TOTAL,PC,CY,2016.0,17.6,,MDED
HHC_22,TOTAL,PC,CY,2017.0,17.7,,MDED
HHC_22,TOTAL,PC,CY,2018.0,17.2,,MDED
HHC_22,TOTAL,PC,CY,2019.0,16.4,,MDED
HHC_22,TOTAL,PC,CY,2020.0,17.6,,MDED
HHC_22,TOTAL,PC,CY,2021.0,18.1,,MDED
HHC_22,TOTAL,PC,CY,2022.0,18.4,,MDED
HHC_22,TOTAL,PC,CZ,2005.0,33.8,,MDED
HHC_22,TOTAL,PC,CZ,2006.0,37.1,,MDED
HHC_22,TOTAL,PC,CZ,2007.0,36.2,,MDED
HHC_22,TOTAL,PC,CZ,2008.0,37.6,,MDED
HHC_22,TOTAL,PC,CZ,2009.0,37.0,,MDED
HHC_22,TOTAL,PC,CZ,2010.0,36.7,,MDED
HHC_22,TOTAL,PC,CZ,2011.0,37.0,,MDED
HHC_22,TOTAL,PC,CZ,2012.0,38.0,,MDED
HHC_22,TOTAL,PC,CZ,2013.0,37.8,,MDED
HHC_22,TOTAL,PC,CZ,2014.0,37.6,,MDED
HHC_22,TOTAL,PC,CZ,2015.0,37.6,,MDED
HHC_22,TOTAL,PC,CZ,2016.0,37.6,,MDED
HHC_22,TOTAL,PC,CZ,2017.0,36.4,,MDED
HHC_22,TOTAL,PC,CZ,2018.0,35.8,,MDED
HHC_22,TOTAL,PC,CZ,2019.0,34.6,,MDED
HHC_22,TOTAL,PC,CZ,2020.0,33.4,,MDED
HHC_22,TOTAL,PC,CZ,2021.0,31.7,,MDED
HHC_22,TOTAL,PC,CZ,2022.0,32.7,,MDED
HHC_22,TOTAL,PC,CZ,2023.0,35.1,,MDED
HHC_22,TOTAL,PC,DE,2005.0,35.8,,MDED
HHC_22,TOTAL,PC,DE,2006.0,42.1,,MDED
HHC_22,TOTAL,PC,DE,2007.0,42.7,,MDED
HHC_22,TOTAL,PC,DE,2008.0,41.5,,MDED
HHC_22,TOTAL,PC,DE,2009.0,39.8,,MDED
HHC_22,TOTAL,PC,DE,2010.0,37.7,,MDED
HHC_22,TOTAL,PC,DE,2011.0,40.1,,MDED
HHC_22,TOTAL,PC,DE,2012.0,41.1,,MDED
HHC_22,TOTAL,PC,DE,2013.0,41.2,,MDED
HHC_22,TOTAL,PC,DE,2014.0,40.9,,MDED
HHC_22,TOTAL,PC,DE,2015.0,40.4,,MDED
HHC_22,TOTAL,PC,DE,2016.0,40.7,,MDED
HHC_22,TOTAL,PC,DE,2017.0,39.4,,MDED
HHC_22,TOTAL,PC,DE,2018.0,39.0,,MDED
HHC_22,TOTAL,PC,DE,2019.0,39.0,,MDED
HHC_22,TOTAL,PC,DE,2020.0,30.4,,MDED
HHC_22,TOTAL,PC,DE,2021.0,32.8,,MDED
HHC_22,TOTAL,PC,DE,2022.0,33.8,,MDED
HHC_22,TOTAL,PC,DE,2023.0,35.1,,MDED
HHC_22,TOTAL,PC,DK,2005.0,41.9,,MDED
HHC_22,TOTAL,PC,DK,2006.0,42.7,,MDED
HHC_22,TOTAL,PC,DK,2007.0,40.8,,MDED
HHC_22,TOTAL,PC,DK,2008.0,42.9,,MDED
HHC_22,TOTAL,PC,DK,2009.0,45.0,,MDED
HHC_22,TOTAL,PC,DK,2010.0,45.5,,MDED
HHC_22,TOTAL,PC,DK,2011.0,44.4,,MDED
HHC_22,TOTAL,PC,DK,2012.0,43.4,,MDED
HHC_22,TOTAL,PC,DK,2013.0,43.9,,MDED
HHC_22,TOTAL,PC,DK,2014.0,42.3,,MDED
HHC_22,TOTAL,PC,DK,2015.0,41.3,,MDED
HHC_22,TOTAL,PC,DK,2016.0,44.9,,MDED
HHC_22,TOTAL,PC,DK,2017.0,45.2,,MDED
HHC_22,TOTAL,PC,DK,2018.0,46.1,,MDED
HHC_22,TOTAL,PC,DK,2019.0,44.1,,MDED
HHC_22,TOTAL,PC,DK,2020.0,42.7,,MDED
HHC_22,TOTAL,PC,DK,2021.0,44.7,,MDED
HHC_22,TOTAL,PC,DK,2022.0,43.6,,MDED
HHC_22,TOTAL,PC,DK,2023.0,42.8,,MDED
HHC_22,TOTAL,PC,EE,2005.0,28.4,,MDED
HHC_22,TOTAL,PC,EE,2006.0,30.4,,MDED
HHC_22,TOTAL,PC,EE,2007.0,26.3,,MDED
HHC_22,TOTAL,PC,EE,2008.0,24.0,,MDED
HHC_22,TOTAL,PC,EE,2009.0,23.6,,MDED
HHC_22,TOTAL,PC,EE,2010.0,26.4,,MDED
HHC_22,TOTAL,PC,EE,2011.0,26.0,,MDED
HHC_22,TOTAL,PC,EE,2012.0,26.9,,MDED
HHC_22,TOTAL,PC,EE,2013.0,27.0,,MDED
HHC_22,TOTAL,PC,EE,2014.0,27.0,,MDED
HHC_22,TOTAL,PC,EE,2015.0,24.4,,MDED
HHC_22,TOTAL,PC,EE,2016.0,23.2,,MDED
HHC_22,TOTAL,PC,EE,2017.0,23.4,,MDED
HHC_22,TOTAL,PC,EE,2018.0,22.4,,MDED
HHC_22,TOTAL,PC,EE,2019.0,22.6,,MDED
HHC_22,TOTAL,PC,EE,2020.0,21.4,,MDED
HHC_22,TOTAL,PC,EE,2021.0,21.9,,MDED
HHC_22,TOTAL,PC,EE,2022.0,23.1,,MDED
HHC_22,TOTAL,PC,EE,2023.0,26.3,,MDED
HHC_22,TOTAL,PC,EL,2004.0,49.0,,MDED
HHC_22,TOTAL,PC,EL,2005.0,48.5,,MDED
HHC_22,TOTAL,PC,EL,2006.0,49.9,,MDED
HHC_22,TOTAL,PC,EL,2007.0,41.5,,MDED
HHC_22,TOTAL,PC,EL,2008.0,47.9,,MDED
HHC_22,TOTAL,PC,EL,2009.0,48.1,,MDED
HHC_22,TOTAL,PC,EL,2010.0,44.5,,MDED
HHC_22,TOTAL,PC,EL,2011.0,49.6,,MDED
HHC_22,TOTAL,PC,EL,2012.0,49.4,,MDED
HHC_22,TOTAL,PC,EL,2013.0,51.8,,MDED
HHC_22,TOTAL,PC,EL,2014.0,54.5,,MDED
HHC_22,TOTAL,PC,EL,2015.0,56.1,,MDED
