year,geo,hh,population,house_disp,employ_hash_education,employ_total,not_employ_total,employ_f,employ_m,child_avg_allwk,child_avg_allnowk,child_avg
2021,MT,HHC_21,3.9599999999999995,21.866666666666664,0,2.39,1.45,2.23,2.55,1.3,1.3,1.3
2022,MT,HHC_21,2.97,20.900000000000002,0,1.9550000000000005,0,1.6300000000000001,2.2800000000000002,1.4,0,1.4
2005,NL,HHC_21,0,41.300000000000004,0,0,0,0,0,0,0,0
2006,NL,HHC_21,97.78695652173914,43.23333333333333,0,53.169230769230744,40.81904761904762,62.27777777777778,48.34705882352942,1.6,1.7,1.6
2007,NL,HHC_21,103.5304347826087,52.93333333333334,0,54.89473684210526,42.473684210526315,71.3,46.69210526315789,1.55,1.7,1.6
2008,NL,HHC_21,103.78260869565217,37.56666666666667,0,54.56885245901638,34.19047619047619,64.86190476190475,49.164999999999985,1.6,1.7,1.6
2009,NL,HHC_21,108.37391304347828,36.699999999999996,0,57.016393442622956,35.6,68.11428571428571,51.19000000000001,1.6,1.6000000000000003,1.6
2010,NL,HHC_21,94.33043478260869,37.56666666666667,0,56.4235294117647,37.847368421052636,70.48235294117646,49.39411764705884,1.55,1.7,1.6
2011,NL,HHC_21,91.43478260869567,40.166666666666664,0,48.90847457627118,38.28235294117648,63.847368421052636,41.81250000000001,1.65,1.7,1.6
2012,NL,HHC_21,92.98695652173912,39.4,0,49.93859649122807,37.15263157894737,69.48235294117647,41.63250000000001,1.6,1.7,1.6
2013,NL,HHC_21,97.79565217391301,40.43333333333333,0,53.366037735849055,39.46666666666666,62.69473684210528,48.152941176470584,1.6,1.7,1.6
2014,NL,HHC_21,96.82608695652173,40.46666666666666,0,48.41052631578946,40.014285714285705,61.04736842105261,42.092105263157904,1.6,1.6000000000000003,1.6
2015,NL,HHC_21,93.02083333333331,40.83333333333333,0,48.216949152542384,36.54090909090908,60.978947368421075,42.155,1.55,1.6000000000000003,1.6
2016,NL,HHC_21,100.41739130434784,35.1,0,50.8864406779661,38.180952380952384,66.78421052631579,43.335,1.55,1.7,1.6
2017,NL,HHC_21,105.43043478260869,33.0,0,50.36557377049179,40.195454545454545,60.557142857142836,45.015,1.55,1.6000000000000003,1.6
2018,NL,HHC_21,99.84583333333335,32.63333333333333,0,53.255737704918026,33.36521739130435,68.7578947368421,46.242857142857154,1.55,1.7,1.6
2019,NL,HHC_21,101.9304347826087,32.800000000000004,0,51.453124999999986,33.080952380952375,65.28571428571429,44.697674418604656,1.5,1.6666666666666667,1.6
2020,NL,HHC_21,98.01304347826088,31.600000000000005,0,54.3915254237288,30.74761904761905,68.82105263157894,47.537499999999994,1.6,1.5,1.5
2021,NL,HHC_21,82.11666666666667,29.46666666666667,0,46.94193548387095,26.24736842105263,53.333333333333336,43.66829268292683,1.5,1.6000000000000003,1.5
2022,NL,HHC_21,96.49130434782607,31.0,0,57.603389830508476,24.795,68.64736842105263,52.3575,1.6,1.7,1.6
2004,NO,HHC_21,0,26.166666666666668,0,0,0,0,0,0,0,0
2005,NO,HHC_21,0,14.799999999999999,0,0,0,0,0,0,0,0
2006,NO,HHC_21,0,32.800000000000004,0,0,0,0,0,0,0,0
2007,NO,HHC_21,0,36.56666666666666,0,0,0,0,0,0,0,0
2008,NO,HHC_21,0,34.46666666666667,0,0,0,0,0,0,0,0
2009,NO,HHC_21,0,32.6,0,0,0,0,0,0,0,0
2010,NO,HHC_21,0,30.933333333333334,0,0,0,0,0,0,0,0
2011,NO,HHC_21,0,34.9,0,0,0,0,0,0,0,0
2012,NO,HHC_21,0,31.666666666666668,0,0,0,0,0,0,0,0
2013,NO,HHC_21,0,31.666666666666668,0,0,0,0,0,0,0,0
2014,NO,HHC_21,0,28.96666666666667,0,0,0,0,0,0,0,0
2015,NO,HHC_21,0,28.433333333333337,0,0,0,0,0,0,0,0
2016,NO,HHC_21,0,29.433333333333337,0,0,0,0,0,0,0,0
2017,NO,HHC_21,0,28.833333333333332,0,0,0,0,0,0,0,0
2018,NO,HHC_21,0,32.03333333333334,0,0,0,0,0,0,0,0
2019,NO,HHC_21,0,30.8,0,0,0,0,0,0,0,0
2020,NO,HHC_21,0,30.599999999999998,0,0,0,0,0,0,0,0
2021,NO,HHC_21,59.970588235294116,30.099999999999998,0,33.55681818181818,21.866666666666664,28.613333333333337,36.11379310344827,1.65,1.8,1.6
2022,NO,HHC_21,63.30666666666666,32.93333333333333,0,34.07249999999999,25.45,31.966666666666658,35.336000000000006,1.4,1.5,1.4
2005,PL,HHC_21,0,40.56666666666667,0,0,0,0,0,0,0,0
2006,PL,HHC_21,161.6761904761904,36.4,0,97.14285714285714,63.54285714285712,122.75333333333333,82.9148148148148,1.5,1.8,1.6
2007,PL,HHC_21,155.39545454545453,34.56666666666666,0,107.08,65.5578947368421,129.84000000000003,93.42400000000004,1.55,1.8,1.6
2008,PL,HHC_21,147.60000000000002,32.53333333333334,0,104.35121951219513,59.21666666666666,131.04000000000002,88.95384615384614,1.6,1.8333333333333333,1.6
2009,PL,HHC_21,139.04545454545453,31.2,0,102.31249999999999,68.29285714285714,123.40666666666667,89.656,1.45,1.8666666666666665,1.6
2010,PL,HHC_21,131.7190476190476,32.666666666666664,0,88.1047619047619,54.96875,115.23333333333335,73.03333333333333,1.5,1.8,1.6
2011,PL,HHC_21,138.33809523809526,34.0,0,87.94772727272728,55.29411764705882,118.6,72.09310344827585,1.45,1.7333333333333334,1.5
2012,PL,HHC_21,138.1913043478261,36.43333333333333,0,95.19318181818181,58.094444444444434,127.90000000000002,78.27586206896552,1.45,1.7333333333333334,1.5
2013,PL,HHC_21,157.07142857142856,33.86666666666667,0,107.04146341463414,56.4736842105263,133.64666666666668,91.6923076923077,1.45,1.8,1.5
2014,PL,HHC_21,159.89523809523808,34.36666666666667,0,103.59999999999997,65.18750000000001,139.07999999999998,85.24827586206897,1.5,1.7666666666666666,1.5
2015,PL,HHC_21,165.71904761904761,34.766666666666666,0,108.1568181818182,66.55625000000002,144.97333333333333,89.11379310344832,1.5499999999999998,1.8333333333333333,1.6
2016,PL,HHC_21,171.57142857142858,30.76666666666667,0,109.68913043478263,61.682352941176475,134.65882352941176,95.05172413793102,1.5,1.8,1.5
2017,PL,HHC_21,170.29523809523812,28.899999999999995,0,120.3047619047619,62.9625,153.52666666666664,101.84814814814811,1.5,1.8,1.5
2018,PL,HHC_21,162.0285714285714,29.366666666666664,0,122.68749999999997,73.95,150.71999999999994,105.86800000000001,1.45,1.7,1.5
2019,PL,HHC_21,177.83809523809524,29.733333333333334,0,122.82045454545454,70.87857142857142,142.7058823529412,110.3,1.5,1.8,1.5
2020,PL,HHC_21,173.76666666666668,27.833333333333332,0,127.32857142857144,66.64999999999999,162.13333333333333,107.99259259259259,1.5,1.8,1.5
2021,PL,HHC_21,169.11249999999995,29.8,0,107.66000000000001,53.35,127.18,95.948,1.4,1.6333333333333335,1.4
2022,PL,HHC_21,203.46250000000003,30.266666666666666,0,130.18000000000004,62.73,152.7333333333333,116.64799999999997,1.4,1.7,1.4
2004,PT,HHC_21,0,24.400000000000002,0,0,0,0,0,0,0,0
2005,PT,HHC_21,0,29.7,0,0,0,0,0,0,0,0
2006,PT,HHC_21,45.92941176470589,23.766666666666666,0,30.92999999999999,14.37,37.93999999999999,26.723999999999997,1.65,1.6333333333333335,1.5
2007,PT,HHC_21,46.96875,34.06666666666667,0,31.102702702702707,15.429999999999998,35.44000000000001,28.14545454545454,1.6,1.8,1.5
2008,PT,HHC_21,55.225,34.4,0,37.17297297297297,18.09,42.98,33.21363636363637,1.5,1.7,1.5
2009,PT,HHC_21,70.62666666666665,33.26666666666667,0,41.4875,22.32,51.606666666666676,35.416,1.6,1.6000000000000003,1.5
2010,PT,HHC_21,72.84666666666665,28.0,0,42.83249999999999,22.809999999999995,52.47333333333333,37.047999999999995,1.35,1.5,1.4
2011,PT,HHC_21,70.7375,32.1,0,42.8825,25.8,52.25333333333333,37.26,1.5,1.7,1.5
2012,PT,HHC_21,70.63529411764706,34.46666666666667,0,45.01749999999999,28.369999999999997,53.15333333333332,40.135999999999996,1.5,1.6000000000000003,1.4
2013,PT,HHC_21,68.80588235294118,30.366666666666664,0,41.86,31.110000000000003,51.36666666666667,36.156000000000006,1.45,1.6000000000000003,1.5
2014,PT,HHC_21,77.3,35.23333333333333,0,47.28750000000001,27.47,55.98666666666668,42.06800000000001,1.5,1.5,1.5
2015,PT,HHC_21,73.45625000000001,34.833333333333336,0,47.19250000000001,21.83,53.80666666666668,43.224,1.35,1.5,1.4
2016,PT,HHC_21,76.57647058823531,33.0,0,51.075,25.95,59.613333333333344,45.952000000000005,1.3,1.5,1.4
2017,PT,HHC_21,80.15,30.833333333333332,0,52.57000000000001,21.729999999999997,63.24,46.16799999999999,1.4,1.6000000000000003,1.4
2018,PT,HHC_21,69.7157894736842,30.46666666666667,0,54.889999999999986,18.190909090909088,65.65333333333334,48.431999999999995,1.45,1.5,1.4
2019,PT,HHC_21,66.32105263157894,27.7,0,52.917500000000004,16.95,59.76,48.81199999999999,1.4,1.5,1.3
2020,PT,HHC_21,65.48947368421052,24.633333333333336,0,51.435,18.66,59.50666666666667,46.592,1.6,1.6000000000000003,1.4
2021,PT,HHC_21,59.094444444444434,26.133333333333336,0,53.74242424242424,12.766666666666666,68.07000000000001,47.513043478260855,1.25,1.3,1.3
2022,PT,HHC_21,54.87894736842105,25.633333333333336,0,39.36304347826087,11.66,47.67058823529411,34.49310344827587,1.45,1.6333333333333335,1.4
2007,RO,HHC_21,51.03529411764706,39.733333333333334,0,41.15,17.474999999999998,51.190000000000005,36.13,1.4,1.5333333333333332,1.4
2008,RO,HHC_21,44.14705882352941,46.26666666666667,0,35.58666666666668,15.258333333333333,42.82,31.970000000000006,1.4,1.4333333333333333,1.4
2009,RO,HHC_21,46.176470588235304,35.4,0,38.39333333333334,14.458333333333334,47.35000000000001,33.915,1.4,1.4333333333333333,1.4
2010,RO,HHC_21,64.54090909090908,35.599999999999994,0,46.735897435897435,35.60833333333333,52.949999999999996,43.256000000000014,1.5499999999999998,1.6666666666666667,1.5
2011,RO,HHC_21,62.19545454545453,24.333333333333332,0,54.38666666666666,29.668750000000003,65.77,48.695,1.4,1.6333333333333335,1.5
2012,RO,HHC_21,66.07,43.43333333333334,0,50.75625000000001,26.741176470588236,66.70000000000002,43.5090909090909,1.5,1.5666666666666667,1.4
2013,RO,HHC_21,59.82380952380953,44.9,0,51.77333333333334,25.45625,63.32000000000001,46.0,1.4,1.6000000000000003,1.4
2014,RO,HHC_21,59.29523809523808,41.3,0,52.30333333333333,24.3625,58.86,49.025,1.4,1.3999999999999997,1.4
2015,RO,HHC_21,62.85714285714287,38.86666666666667,0,54.887499999999996,22.382352941176475,69.11,48.42272727272727,1.4500000000000002,1.5333333333333332,1.4
2016,RO,HHC_21,65.55238095238094,39.96666666666667,0,56.581250000000004,24.1,71.60000000000001,49.75454545454545,1.35,1.5,1.4
2017,RO,HHC_21,63.776190476190486,39.43333333333334,0,58.686666666666675,24.5375,71.28,52.39000000000001,1.4,1.5,1.4
2018,RO,HHC_21,60.14285714285713,32.86666666666667,0,57.109999999999985,24.11428571428572,70.94,50.195,1.3,1.5333333333333332,1.4
2019,RO,HHC_21,59.89047619047619,25.900000000000002,0,57.39333333333333,23.046666666666667,72.08,50.05,1.3,1.5333333333333332,1.4
2020,RO,HHC_21,61.03809523809524,24.433333333333334,0,55.58181818181817,22.915384615384614,75.22,47.04347826086956,1.35,1.5999999999999999,1.4
2021,RO,HHC_21,71.705,20.033333333333335,0,66.16333333333333,27.61428571428571,81.4,58.545,1.3,1.8666666666666665,1.4
2022,RO,HHC_21,70.33333333333333,29.433333333333337,0,69.13000000000001,24.518749999999997,85.96,60.714999999999996,1.2,1.5999999999999999,1.3
2023,RO,HHC_21,67.00909090909092,29.833333333333332,0,70.53,20.96666666666666,88.06,61.765,1.4,1.4666666666666668,1.4
2013,RS,HHC_21,0,47.666666666666664,0,0,0,0,0,0,0,0
2014,RS,HHC_21,17.475,50.96666666666667,0,10.8075,7.072222222222221,11.52,10.38,1.3,1.5,1.4
2015,RS,HHC_21,17.23157894736842,56.6,0,10.7925,6.305882352941175,12.586666666666668,9.716000000000001,1.35,1.7,1.5
2016,RS,HHC_21,18.273684210526316,53.199999999999996,0,11.311904761904762,6.766666666666667,13.359999999999998,10.174074074074074,1.4,1.6000000000000003,1.5
2017,RS,HHC_21,16.27619047619048,54.13333333333333,0,11.578571428571427,6.357142857142857,12.799999999999999,10.9,1.4,1.6000000000000003,1.5
2018,RS,HHC_21,15.369999999999996,52.300000000000004,0,10.19090909090909,5.869230769230769,12.173333333333334,9.16551724137931,1.35,1.6000000000000003,1.5
2019,RS,HHC_21,15.46842105263158,44.699999999999996,0,10.48,5.2266666666666675,11.233333333333333,10.027999999999999,1.6,1.5,1.5
2020,RS,HHC_21,12.690476190476193,47.76666666666667,0,7.487500000000002,7.279999999999999,7.72,7.348000000000001,1.5499999999999998,1.6333333333333335,1.5
2021,RS,HHC_21,13.657142857142855,46.13333333333333,0,11.850000000000001,5.543749999999999,14.55,10.622727272727273,1.5,1.6333333333333335,1.6
2022,RS,HHC_21,16.84705882352941,44.63333333333333,0,12.631428571428572,4.492307692307692,17.159999999999997,10.819999999999999,1.45,1.7,1.5
2004,SE,HHC_21,0,35.4,0,0,0,0,0,0,0,0
2005,SE,HHC_21,0,36.53333333333333,0,0,0,0,0,0,0,0
2006,SE,HHC_21,0,35.9,0,0,0,0,0,0,0,0
2007,SE,HHC_21,0,34.13333333333333,0,0,0,0,0,0,0,0
2008,SE,HHC_21,0,35.56666666666666,0,0,0,0,0,0,0,0
2009,SE,HHC_21,88.03636363636363,36.666666666666664,0,56.76862745098036,27.852941176470587,57.41176470588234,56.44705882352942,1.5,1.6000000000000003,1.6
2010,SE,HHC_21,96.08333333333333,33.300000000000004,0,49.44218749999999,34.05238095238094,51.042857142857144,48.66046511627907,1.5,1.5,1.5
2011,SE,HHC_21,101.89565217391304,33.96666666666667,0,54.84126984126985,36.00588235294117,55.32727272727273,54.580487804878054,1.55,1.5,1.5
2012,SE,HHC_21,88.5,34.06666666666666,0,53.43709677419355,23.044999999999998,59.97894736842106,50.546511627906966,1.6,1.5666666666666667,1.5
2013,SE,HHC_21,107.87391304347828,33.03333333333333,0,62.042622950819656,34.45294117647058,59.27619047619047,63.495000000000005,1.55,1.4666666666666668,1.5
2014,SE,HHC_21,104.36521739130436,36.43333333333333,0,60.524242424242445,18.923809523809524,60.30476190476191,60.62666666666667,1.55,1.6000000000000003,1.6
2015,SE,HHC_21,111.5391304347826,32.6,0,78.32181818181816,21.07894736842105,86.26874999999998,75.06153846153848,1.55,1.6000000000000003,1.6
2016,SE,HHC_21,115.99999999999999,33.56666666666667,0,79.12181818181816,24.000000000000004,80.42352941176468,78.53947368421053,1.6,1.7,1.6
2017,SE,HHC_21,114.5318181818182,34.233333333333334,0,75.20350877192985,29.5,67.87368421052632,78.86842105263158,1.6,1.3333333333333333,1.6
2018,SE,HHC_21,111.58260869565216,33.76666666666667,0,80.77818181818182,21.653333333333332,80.43333333333334,80.94594594594595,1.6,1.3999999999999997,1.6
2019,SE,HHC_21,150.5578947368421,33.166666666666664,0,94.22641509433963,35.22,103.22666666666665,90.67368421052633,1.6,1.7,1.6
2020,SE,HHC_21,124.85499999999999,30.7,0,84.91020408163264,26.413333333333334,84.72000000000003,84.99411764705884,1.6,1.5,1.6
2021,SE,HHC_21,27.35789473684211,30.96666666666667,0,19.474999999999998,7.160000000000001,16.94666666666667,20.782758620689652,1.6,1.8,1.7
2022,SE,HHC_21,28.627777777777776,32.300000000000004,0,16.345454545454547,11.575000000000001,13.526666666666667,17.803448275862063,1.7,2.0,1.8
2023,SE,HHC_21,36.33529411764706,33.9,0,23.075000000000003,9.889999999999999,21.566666666666663,23.855172413793106,1.6,1.3999999999999997,1.6
2005,SI,HHC_21,0,19.233333333333334,0,0,0,0,0,0,0,0
2006,SI,HHC_21,8.533333333333333,23.46666666666667,0,5.1175000000000015,2.5100000000000002,6.22,4.4559999999999995,1.4,1.3999999999999997,1.4
2007,SI,HHC_21,8.406666666666668,23.899999999999995,0,5.502499999999997,1.5599999999999998,6.573333333333333,4.86,1.2000000000000002,1.3999999999999997,1.3
2008,SI,HHC_21,9.766666666666667,23.633333333333336,0,6.4575000000000005,1.69,7.040000000000002,6.1080000000000005,1.3,1.4333333333333333,1.3
2009,SI,HHC_21,9.006666666666668,27.433333333333334,0,6.072222222222223,2.48,7.292307692307693,5.382608695652174,1.25,1.3999999999999997,1.3
2010,SI,HHC_21,8.360000000000001,24.833333333333332,0,5.533333333333334,2.4699999999999998,6.346153846153846,5.073913043478259,1.3,1.3999999999999997,1.3
2011,SI,HHC_21,9.013333333333332,25.833333333333332,0,6.377142857142857,2.22,9.16,5.263999999999999,1.5,1.6000000000000003,1.5
2012,SI,HHC_21,7.729411764705882,25.166666666666668,0,5.0225,2.566666666666667,5.640000000000001,4.651999999999999,1.35,1.3999999999999997,1.4
2013,SI,HHC_21,8.593333333333334,25.96666666666667,0,4.815000000000001,2.6333333333333333,5.533333333333334,4.3839999999999995,1.4,1.3999999999999997,1.3
2014,SI,HHC_21,9.553333333333333,28.099999999999998,0,5.404999999999999,2.7916666666666665,5.873333333333333,5.1240000000000006,1.2999999999999998,1.2,1.3
2015,SI,HHC_21,9.5,26.400000000000002,0,6.22,2.59,7.446666666666667,5.484,1.4,1.3999999999999997,1.4
2016,SI,HHC_21,9.593333333333334,25.833333333333332,0,5.619999999999999,2.91,6.606666666666667,5.0280000000000005,1.5,1.6000000000000003,1.5
2017,SI,HHC_21,12.253333333333334,25.299999999999997,0,7.972499999999998,2.22,8.426666666666668,7.7,1.4,1.5,1.4
2018,SI,HHC_21,10.352941176470587,24.599999999999998,0,7.4399999999999995,2.4899999999999998,8.379999999999999,6.876,1.4,1.3,1.3
2019,SI,HHC_21,9.672222222222222,24.333333333333332,0,7.357499999999997,2.0583333333333336,8.146666666666667,6.8839999999999995,1.7,1.3333333333333333,1.4
2020,SI,HHC_21,10.526666666666664,21.766666666666666,0,6.672499999999999,2.37,7.413333333333335,6.227999999999998,1.5,1.6000000000000003,1.5
2021,SI,HHC_21,4.52,23.5,0,3.9653846153846155,1.18,4.29,3.7624999999999997,1.6,1.8,1.6
2022,SI,HHC_21,6.789999999999999,26.666666666666668,0,6.123076923076923,0,5.366666666666667,6.35,1.6,0,1.6
2023,SI,HHC_21,7.76,24.133333333333336,0,6.429411764705883,0,5.557142857142857,7.039999999999999,1.6,0,1.6
2005,SK,HHC_21,0,43.03333333333333,0,0,0,0,0,0,0,0
2006,SK,HHC_21,20.426666666666666,39.96666666666666,0,21.27,7.719999999999999,20.389999999999997,22.150000000000002,1.4,1.8999999999999997,1.5
2007,SK,HHC_21,20.426666666666666,43.76666666666667,0,13.99,9.02,18.470000000000002,11.750000000000002,1.4,1.7,1.5
2008,SK,HHC_21,30.190000000000005,29.066666666666663,0,21.1,8.14,20.4,21.799999999999997,1.5,1.8,1.6
2009,SK,HHC_21,19.266666666666666,37.800000000000004,0,16.537037037037038,5.5,20.580000000000002,14.158823529411764,1.4,1.7,1.5
2010,SK,HHC_21,22.439999999999998,32.699999999999996,0,20.495454545454546,9.44,21.37,19.766666666666666,1.4,1.6666666666666667,1.5
2011,SK,HHC_21,21.773333333333337,31.3,0,13.575,7.640000000000001,15.126666666666665,12.466666666666667,1.3,1.3999999999999997,1.3
2012,SK,HHC_21,21.720000000000002,27.96666666666667,0,15.466666666666667,8.309999999999999,20.689999999999998,12.854999999999999,1.4,1.5,1.4
2013,SK,HHC_21,25.473333333333326,30.299999999999997,0,18.60333333333333,9.55,24.919999999999998,15.444999999999999,1.5,1.8999999999999997,1.6
2014,SK,HHC_21,27.726666666666667,31.299999999999997,0,19.240000000000002,11.77,26.04,15.84,1.4,1.8333333333333333,1.5
2015,SK,HHC_21,21.433333333333337,34.93333333333333,0,14.526666666666669,9.09,19.729999999999997,11.925,1.5,2.0,1.6
2016,SK,HHC_21,21.866666666666667,36.86666666666667,0,13.008333333333333,8.75,14.493333333333334,11.94761904761905,1.6,1.7,1.6
2017,SK,HHC_21,21.668750000000003,35.1,0,12.23,9.68,14.360000000000001,10.952,1.5499999999999998,1.7,1.5
2018,SK,HHC_21,24.046666666666663,30.366666666666664,0,17.926666666666666,8.15,23.449999999999996,15.165000000000001,1.4,1.6000000000000003,1.5
2019,SK,HHC_21,23.393333333333338,31.36666666666667,0,19.549999999999997,7.92,23.049999999999997,17.3625,1.4,1.7333333333333334,1.5
2020,SK,HHC_21,28.869230769230775,29.599999999999998,0,21.70384615384616,7.99,26.339999999999996,18.806250000000002,1.4,1.7,1.5
2021,SK,HHC_21,27.060000000000002,38.9,0,22.965,0,22.050000000000004,23.88,1.4,0,1.4
2022,SK,HHC_21,27.22,31.866666666666664,0,22.75,0,21.23,24.270000000000003,1.3,0,1.4
2023,SK,HHC_21,16.830000000000005,35.96666666666667,0,14.435000000000002,0,13.86,15.010000000000002,1.3,0,1.4
2006,TR,HHC_21,164.6703703703704,33.9,0,41.239436619718305,110.40740740740738,47.68333333333333,37.948936170212754,2.35,2.3333333333333335,2.2
2007,TR,HHC_21,156.3444444444444,27.099999999999998,0,41.36567164179103,104.94444444444447,49.03636363636363,37.61555555555555,2.4,2.3,2.1
2008,TR,HHC_21,165.76296296296297,27.399999999999995,0,47.79206349206348,109.9148148148148,50.11739130434782,46.455,2.15,2.3,2.1
2009,TR,HHC_21,149.20000000000002,27.0,0,41.35303030303028,98.57407407407408,50.218181818181826,36.92045454545455,2.15,2.2333333333333334,2.1
2011,TR,HHC_21,132.94074074074075,29.2,0,44.794202898550736,75.71481481481482,51.462500000000006,41.23777777777778,1.9500000000000002,2.1,1.9
2012,TR,HHC_21,143.45185185185184,29.366666666666664,0,48.48493150684931,77.84444444444445,58.429166666666646,43.61428571428569,1.9500000000000002,2.033333333333333,1.9
2013,TR,HHC_21,144.20740740740737,32.4,0,53.90909090909091,78.27037037037036,61.2304347826087,49.99302325581395,1.85,2.0,1.8
2014,TR,HHC_21,83.9423076923077,31.03333333333333,0,31.52063492063492,45.65384615384616,38.605000000000004,28.225581395348843,1.65,1.8999999999999997,1.8
2015,TR,HHC_21,96.07037037037037,32.666666666666664,0,38.433846153846154,51.64999999999999,40.12083333333334,37.44634146341464,1.75,1.8999999999999997,1.8
2016,TR,HHC_21,102.8111111111111,31.733333333333334,0,42.55454545454545,50.74444444444444,50.75454545454544,38.454545454545446,1.65,1.8,1.7
2017,TR,HHC_21,109.97407407407408,31.8,0,40.743478260869566,57.85925925925926,47.704347826086966,37.263043478260876,1.65,1.8,1.7
2018,TR,HHC_21,121.3,31.366666666666664,0,50.26406249999998,61.688888888888904,61.466666666666654,44.79302325581395,1.65,1.8999999999999997,1.7
2019,TR,HHC_21,130.63703703703706,32.833333333333336,0,49.27014925373136,72.13076923076923,58.1695652173913,44.61818181818182,1.65,1.8999999999999997,1.7
2020,TR,HHC_21,142.97407407407408,35.333333333333336,0,51.78405797101449,82.88799999999999,58.50833333333332,48.19777777777778,1.65,1.8999999999999997,1.7
2021,TR,HHC_21,136.5666666666667,34.666666666666664,0,58.67936507936508,73.468,72.44285714285714,51.79761904761905,1.6,1.8333333333333333,1.7
2005,UK,HHC_21,0,45.4,0,0,0,0,0,0,0,0
2006,UK,HHC_21,770.1708333333331,45.76666666666667,0,356.9389830508473,376.347619047619,503.35555555555544,292.65853658536577,1.65,1.8999999999999997,1.7
2007,UK,HHC_21,799.2999999999998,46.333333333333336,0,369.5568965517242,418.5800000000001,470.7050000000001,316.3210526315789,1.65,1.9666666666666668,1.8
2008,UK,HHC_21,766.3583333333332,47.56666666666666,0,418.42600000000004,372.25714285714287,510.5222222222222,366.62187500000005,1.65,1.8999999999999997,1.7
2009,UK,HHC_21,769.4333333333334,46.36666666666667,0,381.2685185185185,385.50476190476195,457.48499999999996,336.4352941176471,1.65,1.8999999999999997,1.7
2010,UK,HHC_21,803.4583333333334,47.199999999999996,0,383.6701754385967,393.23809523809524,483.19500000000005,329.872972972973,1.6,1.8999999999999997,1.7
2011,UK,HHC_21,876.6869565217389,49.03333333333333,0,429.70909090909083,393.7619047619049,563.35,364.69459459459466,1.65,1.9333333333333333,1.7
2012,UK,HHC_21,806.8720000000001,34.5,0,435.22678571428577,358.7272727272728,527.28,384.08611111111105,1.6,1.8999999999999997,1.7
2013,UK,HHC_21,838.3565217391305,34.46666666666667,0,402.46166666666676,339.7238095238095,533.71,336.8375,1.65,1.8,1.7
2014,UK,HHC_21,825.2772727272727,41.03333333333334,0,381.5278688524591,340.46315789473675,468.0727272727274,332.7076923076923,1.6,1.8999999999999997,1.7
2015,UK,HHC_21,784.3391304347828,42.666666666666664,0,376.79344262295075,309.92380952380955,448.85,336.14615384615394,1.65,2.0,1.8
2016,UK,HHC_21,743.3521739130435,41.63333333333333,0,366.1666666666667,263.26190476190476,456.90454545454537,317.47804878048794,1.65,1.9666666666666668,1.7
2017,UK,HHC_21,731.5826086956521,45.46666666666667,0,376.05409836065564,252.85714285714286,456.28181818181804,330.79743589743583,1.65,1.8999999999999997,1.7
2018,UK,HHC_21,746.6217391304349,47.166666666666664,0,370.41076923076935,242.6142857142857,475.5954545454546,316.5953488372092,1.75,1.8999999999999997,1.7
2018,XK,HHC_21,0,37.63333333333333,0,0,0,0,0,0,0,0
2017,AL,HHC_32,0,26.777777777777782,0,0,0,0,0,0,0,0
2018,AL,HHC_32,0,24.044444444444448,0,0,0,0,0,0,0,0
2019,AL,HHC_32,0,23.077777777777776,0,0,0,0,0,0,0,0
2020,AL,HHC_32,0,21.511111111111113,0,0,0,0,0,0,0,0
2021,AL,HHC_32,0,21.922222222222224,0,0,0,0,0,0,0,0
2004,AT,HHC_32,0,25.988888888888887,0,0,0,0,0,0,0,0
2005,AT,HHC_32,0,21.433333333333334,0,0,0,0,0,0,0,0
2006,AT,HHC_32,459.24074074074076,21.51111111111111,0,146.06582278481014,254.83461538461538,108.58846153846153,164.45094339622636,0.0,0.0,0.0
2007,AT,HHC_32,458.5333333333333,22.37777777777778,0,150.84810126582278,237.78518518518518,110.6,170.59245283018868,0.0,0.0,0.0
2008,AT,HHC_32,465.97037037037046,25.211111111111112,0,156.25949367088603,237.28148148148145,115.78076923076924,176.1169811320755,0.0,0.0,0.0
2009,AT,HHC_32,476.52962962962954,23.855555555555558,0,160.2481012658228,242.0296296296296,119.21923076923082,180.37547169811316,0.0,0.0,0.0
2010,AT,HHC_32,479.63333333333344,24.033333333333328,0,161.54810126582277,252.48846153846156,122.05000000000001,180.92452830188677,0.0,0.0,0.0
2011,AT,HHC_32,484.4592592592592,24.233333333333334,0,160.33417721518987,259.3769230769231,121.23846153846156,179.5132075471698,0.0,0.0,0.0
2012,AT,HHC_32,484.3037037037037,24.588888888888892,0,161.2721518987342,248.30740740740742,121.86538461538461,180.6037735849057,0.0,0.0,0.0
2013,AT,HHC_32,493.30740740740754,25.58888888888889,0,168.12911392405064,256.70769230769235,127.45769230769234,188.08113207547171,0.0,0.0,0.0
2014,AT,HHC_32,502.9629629629628,23.43333333333333,0,168.82151898734185,265.69615384615383,126.07307692307694,189.79245283018872,0.0,0.0,0.0
2015,AT,HHC_32,511.23333333333335,22.366666666666667,0,173.14303797468355,267.71923076923076,129.54615384615386,194.53018867924533,0.0,0.0,0.0
2016,AT,HHC_32,514.7592592592592,23.111111111111107,0,175.3443037974684,267.99615384615385,132.47307692307692,196.37547169811324,0.0,0.0,0.0
2017,AT,HHC_32,518.1666666666667,23.155555555555555,0,180.6772151898734,263.4653846153846,135.17692307692306,202.9981132075472,0.0,0.0,0.0
